sq_orig	sq_mod
E tashti ende sod e këtë ditë kuur të duoj ndoonjë me u fëdigunë me nkthyem katekisminë ndo jetënë e shintënet , – ndë mos gjithë , ndonee ato , qi di , se janë për ndimë të atii dheu , – ndo Sermones discipuli oo qishdo ashtu tjetër copë letërë mb atë arrësye të frujtuoshime , saa e madhe ndimë e dritë e gazimend e ngushëlëm kish me qenë j atii populli , qii maa të shumënë u vduorrë ende po vdaarenë të mjerëtë veçëse aqii ncë mituni e ncë paadiijtuni , tue mos qenë kush t i ndimon e të pron për ta me gjithë zemërë , sikundrëse e kanë gjithë rrethi i shekullit ;	E tashti edhe sot e këtë ditë kur të donte ndonjë të mundohej për ta kthyer katekizmin ndo jetën e shenjtëve , – në mos gjithë , ndonjë nga ato , që di , se janë për ndihmë të atij dheu , – ndo Sermones discipuli o qyshdo ashtu tjetër copë letër më atë arsye të frytshme , sa e madhe ndihmë e dritë e gazmend e ngushëllim kish për të qenë i atij populli , që më të shumën u vdorën edhe po vdirren të mjerëtë veçse aq së mituri e së padituri , duke mos qenë kush t'i ndimojë e të pruajë për ta me gjithë zemër , sikundërse  e kanë gjithë rrethi i botës ;
po qish banetë , thuose ma e shuma pjesë banetë veçëse sikuur për zakoni e për faqe të shekullit , nd ish asndoonjë kafshë me të madh zeell e dëshiir , sikundrëse do ligja e janë detuor e mbaajtunë .	po qysh bëhet , thuase më e shuma pjesë bëhet veçse sikur për zakoni e për faqe të botës, në ish asndonjë gjë me të madh zell e dëshirë , sikundërse  do ligji e janë detorës e mbajtur .
E aqë maa tepërë do letërorë e të mëdhenj dies , qi letërënë e diinë e të pakë frujt me ta kallëzonjënë ;	E aq më tepër do letrarë e të mëdhenj dies , që shkrimin e dinë e të pakë fryt me të kallëzojnë ;
e se , ndë dashçinë ashtu gjaakafshë me baam oo me kallëzuom , e ata heret së keqet së tynet s e banjënë ndoonee mbë gjuhu-të vet , ke diinë , se ashtë maa tepërë zyra e nevoja , po mbë të tjera gjuhu , ke asndoonjë nevojë s ashtë , – mb arrësye të ndoonjii , qi të baan ujë e të shtiij ndë deet , oo të ndoonjii tjetëri , qi të shpiijte vobëziinë e vet me e falë ndë kurtë-t begatëvet , ke zyrë e nevojë s ashtë , as për ndeer s i quhetë , e vëllazënitë e gjëniinë e vet i lee me u vdierrë n zie e unie e n gjithë duorshit së nevojëvet .	e se , në daçin ashtu gjëkafshë të bëjnë o të kallëzojnë , e ata heret së keqe të tyre s'e bëjnë ndonjë më gjuhë të vet , ku dinë , se është më tepër detyra e nevoja , po më të tjera gjuhë , ku asndonjë nevojë s'është , – më arsye të ndoonjë , që të bën ujë e të shtie ndë det , o të ndonjë tjetri , që të shpinte varfërinë e vet ta falë në oborr të të begatëve , ku detyrë e nevojë s'është , as për nder s'i quhet , e vëllezërt e gjininë e vet i lë të vdirren në zi e uri e në gjithë duorshit të nevojave .
Praashtu , o zotënii e shokë e vëllazënë ! , tashti ende saa ashtë moti e koha , eeni , nqonemi e nçelnjëmë syytë pakëzë vetë ndë vetëhe , mos na gjeenjë mortja me syyt mbërshelë e tue fjetunë ndë gjumë-të t paakujdesit me vdierrë regjëniinë e qiellet , përse non intrabit in regnum cælorum , qui dicit mihi Domine , Domine &c. – vetë shinteja goja e Krishtit tue thanë , se : asndoonjë s kaa me hiim ndë regjënii- të qiellet ancish , qi veçëse më thërresënë „ Zot , Zot ! “ , paa ndoonjë tjetër vepërë të mirë ;	Pra ashtu , o zotërinj e shokë e vëllëzër ! , tashti edhe sa është moti e koha , ejani , zgjohemi e çelim sytë pakëz vetë në vete , mos na gjejë mortja me sytë mbyllur e duke fjetur në gjumë të të pakujdesit për vdjerrë mbretërinë e qiellit , përse non intrabit in regnum cælorum , qui dicit mihi Domine , Domine &c. – vetë eshenjta goja e Krishtit duke thënë , se : asndonjë s'o të hyjë në mbretëri të qiellit asish , që veçse më thërrasin  „ Zot , Zot ! “ , pa ndonjë tjetër vepër të mirë ;
po kush të banjë vullëndetnë e Ati-tim , qi ashtë mbë qiellt , ipse intrabit in regnum cælorum : aj kaa me hiim ndë regjënii-të qiellet ;	po kush të bëjë vullnetin e Atit tim , që është më qiell , ipse intrabit in regnum cælorum : ai ka për të hyrë në mbretëri të qiellit ;
e përsërii : qui fecerit & docuerit , is magnus vocabitur in regno celorum , sikuur të duoj me thanë , se : kush e mpsoj e e predikoj e ndeevonë ende me vepëra e kallëzoj , ipse magnus vocabitur in regno cælorum : aj i madh e j lum kaa me u quojtunë ndë regjënii-të qiellet .	e përsëri : qui fecerit & docuerit , is magnus vocabitur in regno celorum , sikur të duonte të thoshte , se : kush e mësoi e e predikoi e pastaj edhe me vepra e kallëzoi , ipse magnus vocabitur in regno cælorum : ai i madh e i lum do të quhet në mbretëri të qiellit .
Të ciinë lavd e regjënii për të madhet mëshërier të vet gjithë ncë bashku nee dhashtë Ati e Biri e Shpiirti shint , ke të lëvdojmë e të përlëvdojmë shintinë emënitë e tii për gjithë jetë-të jetësë .	Të cilën lavd e mbretëri për të madhe mëshirë të vet gjithë së bashku nee dhashtë Ati e Biri e Shpirti i shenjtë , ku të lëvdojmë e të përlëvdojmë të shenjtin emër të tij për gjithë jetë të jetës .
Amen .	Amen .
Ashtu qoftë .	Ashtu qoftë .
Numëri maa udob për të gjetunë gjithë saa kapituj e kafshë n krye janë përmbrenda kësaaj letëre .	Numri më i dobishëm për të gjetur gjithë sa kapituj e gjëra në krye janë përbrenda këtij libri.
Të zanëtë fiill mbë numuritë .	Të zënët fiill më numrin .
Të vuumitë roe të konfesorëvet , qi rrëfyenjënë .	Të vënët re të rrëfyesve, që rrëfejnë .
Kuur kush vjen me u rrëfyem .	Kur kush vjen të rrëfehet .
Ncë 15. arrësenjeshit , qi vihenë roe nde këtë kafshë .	Së 15. arrësenjeshit , që vihen re në këtë gjë.
Ncë 10 urdhënimeshit së ligjsë Tinëzot .	së 10 urdhërimeve të ligjit të Tinëzot .
Pjeset së dyyjtë ndë urdhëni-të parë .	Pjesët së dytë ndë urdhëni të parë .
Beeshit së rreeshimesh .	Beeshit së rreeshimesh .
Kushtimeshit së baamesh .	Kushtimesh së bërash .
Urdhënit së tretë .	Urdhrit të tretë .
Kreshmëshit e vëngjillëshit .	Kreshmëve e ungjillëve .
Urdhënit së katërtë .	Urdhrit të katërt .
Të pyetunitë e prindet për fëmii-të vet .	Të pyeturit e prindërve për fëmijë të vet .
Për të martuomit , si do ligja .	Për të martuarit , si do ligji .
Urdhënit së pestë mbë .	Urdhrit të pestë më .
Mixyrëshit së Shpiirtit .	Mizorisë së Shpirtit .
Urdhënit së gjashtë mbë .	Urdhrit të gjashtë më .
Gjithë duorshit së kurvëniivet . .	Gjithë llojet e kurvërive . .
Ende mbë saa tjera arrësenje . .	Edhe më sa të tjera arrësenje . .
Dëshireshit e ncë kujtuomeshit .	Dëshirave e të kujtuarve .
Burri me gruo-të vet .	Burri me grua të vet .
Urdhënit së shtatë mbë .	Urdhrit të shtatë më .
Kamatëshit e tregëtiishit së rreeshime .	Kamatave e tregëtive të rrejshme .
Lavdit së mbrazëtë .	Lavdit të zbrazët .
Mpkateshit së mbuluomesh .	Mëkateve të mbuluara .
Madhështiet së graavet .	Madhështisë së grave .
Zmirit e rese ncë keqe .	Smirës e resë së keqe .
Ncë nkthyemit së ndeersë e ncë zanit mirë .	Të kthyerit të nderit e të zërit të mirë .
Përteset e ncë paakujdesit .	Përtesat e së pakujdesit .
Lëmoshënashit e vepërashit së mëshëriersë korpit .	Lëmoshërave e veprave së mëshirës së trupit .
Vepërashit së mëshëriersë shpiirtit .	Veprave së mëshirës së shpirtit .
Sakramenteshit së kishësë .	Sakramenteve të kishës .
Ncë krezmuomit së fëmiisë .	Të krezmuarit e fëmijës .
Ncë rrëfyemit e peendeset .	të rrëfyerit e pendesat .
Ncë kunguomit .	Të kunguarit .
Upeshkëpinjet e tjerë prelate .	Ipeshkëvet e të tjerë prelatë .
Priftënet e gjakonet .	Priftërinjve e dhjakët .
Ncë thanit së meshëvet .	Të thënit të meshëve .
T paret e zotëniivet .	Të parët e zotërinjve .
Gjukatëset .	Gjykatësve .
Mjeeqet e atyne , qi mëngjisnjënë .	Mjekëve e atyre , që mëngjisin .
Disave , qi majshtronjënë me do barëna .	Disave , që mashtrojnë me do barna .
Shkruoset e mishtranjet .	Shkruesve e mishtranjet .
Carinëshit e arrëseut së tyne .	144 Carinëve e arrëseut të tyne .
Arrëseu i këtii t rrëfyemi e j saa tjera kafshëve këtu përmendunë .	Arrëseu i këtij të rrëfyeri e i sa tjera gjërave këtu përmendur .
Ncë rrëfyemit maa ncë shkurtënë .	Të rrëfyerit më të shkurtër .
Mbas ncë rrëfyemit qish duhetë me baam .	Mbas së rrëfyerit qysh duhet bërë .
Si duhetë n’jerii me u parequom mbë të kunguomit .	Si duhetë njeriu të përgatitet më të kunguarit .
Ende saa tjera arrësenje ndë këtë kafshë .	Edhe sa tjera arrësenje në këtë gjë .
Mbas ncë kunguomit qish i duhetë me baam .	Mbas së kunguarit qysh i duhet të bëhet .
Saa ende ashtu kafshë të frujtuoshime .	Sa edhe ashtu gjëra të frytshme .
Kshillit së përmbrendshim , ncë mendsë e ncë zemërësë .	Këshillit të përbrendshëm , së mendjes e së zemrës .
Damit , qi munë banjë një mpkat i vetëmi .	Dëmit , që mund të bëjë një mëkat i vetmi .
Kshilli i tretë ende ma i mirë e i frujtuoshim .	Këshilli i tretë edhe më i mirë e i frytshëm .
I katërti e i pesti ende ncë paakujdesit së n’jerëzet .	I katërti e i pesti edhe së pakujdesit së njerëzve .
Godiishit së mortjes .	Godiishit së mortsë .
Gjyyqit së Tinëzot .	Gjyqit të Tinëzot .
Mundimeshit së ferrit .	Mundimeve të ferrit .
Ncë mirashit së Tinëzot .	Të mirave të Tinëzot .
Mëngjiitë kundra tentacionevet .	214 Mëngjitë kundër përpjekjeve .
Një letëruor ende saa kaa nçtuom .	Një letrar edhe sa ka shtuar .
Si duhetë gjith i kërshtenë me gjellunë .	Si duhet gjithë i krishteri të sillet .
Për gjithë mbraamë .	Për gjithë mbrëma .
Udha e dërejtë ndë të dashuni-të Tinëzot .	Udha e drejtë në të dashurit të Tinëzot .
Dryenëshit së qiellet .	Drynave të qiellet .
Disa mërekulliish .	Disa mrekullish .
Të rrëfyemitë e madh , qi epetë mbë lteer .	Të rrëfyerit e madh , që jepet më altar .
Letëra e gjith atyne , qi t a marrëne me e xgjedhunë .	Letra e gjithë atyre , që ta marrin për ta zgjedhur .
Ke gjindetë prift i mire .	Ku gjendet prift i mirë .
Ancish , qi renegonjënë feenë .	Asish , që tradhtojnë fenë .
Ncë paakujdesit se prelatet .	Të pakujdesit të prelatëve .
Fajt së disa priftëne .	Faji i disa priftërve .
Të përmendunë saa mpkatesh .	Të përmendur sa mëkatesh .
Kush i mbaa pajë e e ndimon mpkatnë .	Kush i mban pajë e e ndihmon mëkatin .
Lavdit së Tinëzot .	Lavdit të Tinëzot .
Zakoneshit së këqia .	Zakoneve të këqia .
Do mërekulliish .	Do mrekullish .
Sinodit me arrësye .	Sinodit me arsye .
Pasëqyra e t rrëfyemit e drita e konshenciesë këjo ashtë për të madhe ndimë ndërequnë e urdhënuom si t atyne qi të venë me u rrëfyem , ashtu ende t atyne , qi të rriinë me u a ndëgjuom e me u dhanë të xgjidhunë e peendesënë .	Pasqyra e të rrëfyerit e drita e ndërgjegjes kjo është për të madhe ndihmë ndrequr e urdhëruar si të atyre që të venë për t'u rrëfyer , ashtu edhe të atyre , që të rrinë për t'ua kuptuar e për t'u dhënë të zgjidhur e pendesën .
N’jerii mb atë herë kuur kaa ndë mend me u rrëfyem e mirë me e dëliirunë konshencienë e shpiirtinë e vet n gjithë palaviishit së mpkatevet , i duhetë maa parë mirë t i shtjerë ndë mend gjithë saa janë e numurinë e atyne , qi di se janë murtare .	Njeri më atë herë kur ka në mend të rrëfehen e mirë për ta dëlirur ndërgjegjen e shpirtin e vet në gjithë palavitë e mëkateve , i duhet më parë mirë t'i shtjerë në mend gjithë sa janë e numurin e atyre , që di se janë murtare .
Përse mb atë herë , kuur tue mundunë heshtën ndoonjë mpkat murtaar ndë të rrëfyemit o numurinë e tyne e s do me thanë mirëfilli të dërejtënë , aty veçëse vdier mot , e ata të rrëfyem asgja s i vien .	Përse më atë herë , kur duke mundur heshtën ndonjë mëkat murtaar ndë të rrëfyerit o numrin e tyre e s'do të thotë mirëfilli të drejtën , aty veçse vdjerr mot , e ata të rrëfyer asgjë s'i vien .
Përse aty s mbaston mëjaft me thanë , se : „ e kam baam të këtiillë mpkat shumë herë oo disa herë “ , posikundrëse ashtë zakoni i disave .	Përse aty s'mjafton mjaft të thotë , se : „ e kam bërë të këtillë mëkat shumë herë o disa herë “ , posikundërse është zakoni i disave .
Përse dyy e trii herë ende munë thuhetë , se a shumë herë oo disa herë , maa aj me godi e ka baam e përtëriim ende njëqind e një mijë herë .	Përse dy e tri herë edhe mund të thuhet , se është shumë herë o disa herë , më aj me godi e ka bërë e përtërirë edhe njëqind e një mijë herë .
Po kuur mundën gjithëkush , aty ashtë detuor e mbaajtunë me thanë sikundrëse mpkatetë gjithë ndierë ndë kandt ashtu ende numurinë e të përtëriimitë e tyne , kuur mun a dije .	Po kur mund gjithkush , aty është detorës e mbajtur për të thënë sikundërse mëkatet gjithë deri në kandt ashtu edhe numrin e të përtërirët e tyre , kur mun a dije .
Maa kuur të gjindeej aqë randunë e verbuom ndë men-të vet , qi këtë numurë të mos mundën mirë me e diijtunë , duhetë të thoetë pak maa tepërë oo mangu , sikundrëse t i duketë , se munë j a ndëgjonjë ati i shpiirtit me j dhanë peendesënë .	Por kur të gjendej aq rëndë e verbuar në mend të vet , që këtë numër të mos mundin mirë ta dinë , duhet të thuhet pak më tepër o me pak , sikundërse  t'i duket , se mund t'ia dëgjojë ati i shpirtit për t'i dhënë pendesën .
E thotë , se aty jo veçëse duhetë n’jerii me xbuluom e me kallëzuom farmëkunë e mpkatit e të keqtë e tii , po ashtu ende gjithë saa rremba , rrathë e rranjë kaa ndë vetëhe , qi quhenë çirkunstancie .	E thotë , se aty jo veçse duhet njeriu të zbulujë e të kallëzojë farmakun e mëkatit e të keqtë e tij , po ashtu edhe gjithë sa rremba , rrathë e rrënjë ka në vete , që quhen rrethana .
Përse kuur tue mundunë s do me j xbuluom e me j thanë gjithë ndjerë nd anët këto kafshë , aty veçëse vdier mot , e të rrëfyemitë s i përzihetë .	Përse kur duke mundur s'do t'i zbulojë e për t'i thënë gjithë deri në anët këto gjëra , aty veçse  vdjerr  mot , e të rrëfyerit s'i përzihet .
Përse kush t a kish baam mpkatnë me ndoonjë gruo , aty s i mbaston mëjaft veçë me thanë , se : „ bana mpkat me një gruo “ .	Përse kush ta kish bërë mëkatin me ndonjë grua , aty s'i mjafton mjaft veç të thuash , se : „ bëra mëkat me një grua “ .
Përse graa janë shumë e saa arrësenjesh : disa virgjëna , disa të martuome , disa të veja , disa kurva e të lëshuome oo kumëtriet e vëllazëniet oo gjëniet së gruosë vet , qi këto janë e ciecia mposë e mpkat ma j randë e ma j madh njani n tjetërit .	Përse gra janë shumë e sa arrësenjesh : disa virgjra , disa të martuara , disa të veja , disa kurva e të lëshuara o kumtërie e vëllazërie o gjendjes së gruas së vet , që këto janë e ciecia mposë e mëkat më i rëndë e më i madh njëri në tjetrin .
Praashtu aty gjithëkush duhetë me thanë mirëfilli të dërejtënë , se qish dorë gruoje qe ajo , me ka e bani mpkatnë .	Pra ashtu aty gjithkush duhet thënë mirëfilli të drejtën , se ç'dorë gruaje qe ajo , me kë e bëri mëkatin .
E përsërii thotë , se të rrëfyemitë s vien mb atë herë , kuur n’jerii s e kaa shtiim e forcuom ndë ment e zemërë-të vet qi andyy tutje fort me u ruojtunë e me u shtëmangunë t atiatë të këqii e mpkate maa me mos i baam , po me pasunë të madh të dhimptunë e me baam peendesënë e plotë për gjithë to .	E përsëri thotë , se të rrëfyerit s'vlen më atë herë , kur njeriu s'e ka shtirë e forcuar në mend e zemër të vet që aty tutje fort të ruhemi e t'u shmangemi t'atilla të këqijave e mëkateve më për të mos i bërë , po për pasur të madh të vuajtje e për të bërë pendesën e plotë për gjithë ato .
