sq_orig	sq_mod
Maa ujëtë e atii t pagëzuomi , qi banetë me < solemnità > , sikuur thuose gëzuoshim e me kumëtrë e me ndrikullë ndë kishë-të Tinëzot , – ata ujë duhetë me qenë maa pare beekuom të shëtunë e madhe oo të shëtunë e rshajevet , posikundrëse ashtë zakoni , e ruojtunë ndë fontë-të parequome for-të mpastrë e të dëlirë , si do ligja e Krishtit , ashtu qi të jeetë ndë gjithë vjetët e gjithëherë gaatii , aty e vien moti e koha me beekuom tjetërinë ; e mb atë herë qish të jeetë tepëruom , duhetë me qenë shtiim ndë fontët të madhe të baptisterit , ke të jeetë vendi trajtuom , oo kund mbë qishdo tietër ven-të dëlirë ndë kishë-të Tinëzot .	Por ujët e atij të pagëzuari , që bëhet me < solemnità > , sikur thuase gëzuashim e me kumtër e me ndrikullë në kishë të Tinëzot , – ai ujë duhet të jetë më parë bekuar të shtunën e madhe o të shtunën e rrëshajëve , posikundërse është zakoni , i ruajtur në pagëzore të < parequome > fort të pastër  e të dëlirë , si do ligji i Krishtit , ashtu që të jetë në gjithë vjetët e gjithherë gati , aty e vjen moti e koha për ta bekuar tjetrin ; e më atë herë qysh të jetë tepruar , duhet të jetë shtirë në pagëzore të madhe të baptisterit , ku të jetë vendi trajtuar , o kund më qyshdo tjetër vend të dëlirë në kishë të Tinëzot .
E mb atë herë , kuur të shoho , se ndë vjetët mer me menguom , aty mun i nçtonjë pakëzë tjetër ujë , qi të mos e lanë të thahetë , – maa jo shumë , po pakëzë .	E më atë herë , kur të shohë , se në vjetët merr të mungojë , aty mund t'i shtojë pakëz tjetër ujë , që të mos e lërë të thahet , – por jo shumë , po pakëz .
Maa mb atë herë , kuur t ish derdhunë paa hiir oo marrë eerë e çartunë oo mbë qishdo tietër arrësye meenguom , aty prifti përsërii , mbasi t a kietë bukur laam e dëliirm fontënë , t a mbushnjë përsërii me ujë të bukurë e të kulluom , ani të zanë fiill t a beekonjë , posikundrëse ashtë këtu vuum për fundit .	Por më atë herë , kur të ish derdhur pa hir o marrë erë e çartur o më qyshdo tjetër arsye mangët , aty prifti përsëri , mbasi ta ketë bukur larë e dëlirë pagëzoren , ta mbushë përsëri me ujë të bukur e të kulluar , ani të zërë fill ta bekojë , posikundërse është këtu vënë për fundi .
E mb atë herë , kuur sheh , se ujëtë e fontësë kaa ngriim e baam akullë , aty mun a çkriinjë me pak tjetër ujë të nxeetë , ashtu si të mundnjë me mbaruom zyrënë e oficienë e vet me arrësye e të mos venë foshnjënë m perikullë .	E më atë herë , kur sheh , se ujët e pagëzores ka ngrirë e bërë akull , aty mund ta shkrijë me pak tjetër ujë të nxehtë , ashtu si të mundë për të mbaruar detyrën e oficienë e vet me arsye e të mos vërë foshnjën më rrezik .
E ashtu ende e dyyjta kafshë n krye e këtii shinti sakramenti ashtë < forma > , – e cia s ashtë tjetër veçëse ato shinte fjalë , qi thotë prifti aty mb atë herë , kuur ndoonja tue pagëzuom përnjëherë tue i qitunë ujëtë majë kreesë jet e j thotë , se : < Ego te baptizo in nomine Patris & Filii & Spiritus Sancti > , – e këjo kshtu duhetë me u thanë gjithëherë , e jo ndryshej oo mbë tjetër arrësye e jo tjetër herej oo ndë tjetër koho , po mb atë herë , kuur për njëherë n kryq tue i shtiim ujëtë majë kreesë , sikundrëse ashtë zakoni i t pagëzuomit .	E ashtu edhe e dyta gjë në krye të këtij të shenjtë sakramenti është < forma > , – e cila s'është tjetër veçse ato të shenjta fjalë , që thotë prifti aty më atë herë , kur ndonjë duke pagëzuar përnjëherë duke i qitur ujët majë kryet rri e i thotë , se : < Ego te baptizo in nomine Patris & Filii & Spiritus Sancti > , – e kjo kështu duhet të thuhet gjithherë , e jo ndryshe o më tjetër arsye e jo tjetër herë o në tjetër kohë , po më atë herë , kur përnjëherë  në kryq duke i shtirë ujët majë kryet , sikundërse është zakoni i të pagëzuarit .
E mirë se këjo fjalë munë dishqaaronetë me u thanë mbë tjetër gjuhë , asgjaamangu prifti i lëtinë e j arbëneshë aspak s duhetë ndryshej me e nkthyem as me e ndërruom , po ashtu për letërë , sikundrëse ashtë shkruom e urdhënuom .	E mirë se kjo fjalë mund të dishqaaronetë për t'u thënë më tjetër gjuhë , asgjëmangu prifti i latin e i arbëresh aspak s'duhet ndryshej ta kthejë as ta ndërrojë , po ashtu për letër , sikundërse është shkruar e urdhëruar .
E këta shin-të pagëzuom si të jeetë baam një herë , aspak për së dyyjtë maa s munë përtërihetë , veçëse ndë qoftë ashtu ndoonjë të menduom , qi të mos diheej mirë , se a munë jeetë pagëzuom oo jo ; të këtiitë mbë këtë arrësye ke gjindenë , me këtë kondicione duhetë me i pagëzuom mbas gjithë kafshëshit së tjëra , tue i shtiim ujëtë përmbii krye , këtë fjalë mbë këtë arrësye me j a thanë , se : < Si non es baptizatus , ego te baptizo in nomine Patris & Filii & Spiritus Sancti > . E kshtu , ndë mos qe pagëzuom , me kaqë kish me qenë pagëzuom e ndë numuri-të kërshtenëvet .	E këta të shenjtë të pagëzuar si të jetë bërë një herë , aspak për së dytë më s'mund të përtërihet , veçse në qoftë ashtu ndonjë të menduar , që të mos dihej mirë , se a mund të jetë pagëzuar o jo ; të këtillët më këtë arsye ku gjenden , me këtë kondicione duhet të pagëzohen mbas gjithë gjërash të tjera , duke i shtirë ujët përmbi krye , këtë fjalë më këtë arsye për t'ia thënë , se : < Si non es baptizatus , ego te baptizo in nomine Patris & Filii & Spiritus Sancti > . E kështu , në mos qe pagëzuar , me kaq do të kish qenë pagëzuar e në numer të të krishterëve .
E thotë , se këta shin-të pagëzuom , posikundrëse ke ashtë zakoni , duhetë me qenë baam oo me të qituni- të ujit përmbii krye , posikundrëse thashë përsipëri , oo me të lagunit e të qituni-të gjithë korpit nd ujët ; e këto të dya mëjaft janë , sikundrëse ke a zakoni , oo trii herë n kryq tue i qitunë ujë permbii krye oo n kryq tue e lagunë gjithë nd ujët , përnjëherë tue i thanë këto shinte fjalë të formësë , qi thamë përsipëri , – aj mb atë arrësye ashtë pagëzuom .	E thotë , se këta të shenjtë të pagëzuar , posikundërse ku është zakoni , duhet të jetë bërë o me të qitur  të ujit përmbi krye , posikundërse thashë përsipër , o me të lagurit e të qiturit të gjithë trupit në ujë ; e këto të dyja mëjaft janë , sikundërse ku është zakoni , o tri herë në kryq duke i qitur ujë përmbi krye o në kryq duke e lagur gjithë në ujë , përnjëherë duke i thënë këto të shenjta fjalë të formës , që thamë përsipër , – ai më atë arsye është pagëzuar .
E aty ke bahetë pagëzimi me të shtiimi-të ujit , for-të ruhetë , qi ata ujë mos nkthenjë përsërii me raam nd ujë- të fontësë , po ndë tjetërët fontë të baptisterit ndaj ata trajtuom , oo ndë qishdo tietër anë pr atë shërbëtyrë ndërequnë , e ndeevonë oo shtiim ndë sakrariet oo mbë tjetër vend pr atë arrësye parequom .	E aty ku  bëhet pagëzimi me të shtirë të ujit , fort të ruhet , qq ata ujë të mos kthejë përsëri për të rënë në ujë të pagëzores , po në tjetër pagëzore të baptisterit ndaj ata trajtuar , o në qyshdo tjetër anë për atë shërbesë ndrequr , e më vonë o shtirë në sakrariet o më tjetër vend për atë arsye parequom .
E e treta kafshë n krye e këtii shinti sakramenti ashtë : < minister > , qi s ashtë tjetër veçëse prifti oo qishdo tjetër nd urdhënit shint prej nci co prej vikarit së vendit urdhënuom .	E e treta gjë në krye të këtij të shenjti sakrament është : < minister > , që s'është tjetër veçse prifti o kushdo tjetër në urdhrin e shenjtë prej nci co prej vikarit të vendit urdhëruar .
E këjo ndëgjonetë mb atë herë , kuur duketë , se s ashtë ndoonjë nevojë .	E kjo kuptohet më atë herë , kur duket , se s'është ndonjë nevojë .
Maa kuur t ish ashtu nevoja , sikuur thuose foshnja m perikullë me shkuom paa pagëzuom , – aty gjithëkush kaa të lirë e mundën me e pagëzuom , sidota e mbë qishdo gjuhu të jeetë , oo prift oo gjakon oo sekulaar , e se makaar t ish ndoonji i skomunikuom oo i pëganë e j paafee , oo burrë oo gruo të jeetë , – veçëse të diij e t ish i zoti me shërbyem materienë e formënë , qi thamë përsipëri , tue pasunë ndë mend me mbaruom , qish kisha shinte kaa urdhënuom .	Po kur të jetë ashtu nevoja , sikur thuase foshnja më rrezik të shkojë pa pagëzuar , – aty gjithkush ka të lirë e mund ta pagëzojë , si do ta e më qyshdo gjuhë të jetë , o prift o dhjak o shekullar , e se makar t'ish ndonjë i skomunikuar o pagan e i pafe , o burrë o grua të jetë , – veçse të dijë e të jetë i zoti të shërbejë materien e formën , që thamë përsipër , duke pasur në mend për të mbaruar , qysh kisha e shenjtë ka urdhëruar .
Maa thotë , se , ke gjindetë prifti , aty gjakoni s duhetë me pagëzuom ;  e ashtu ende , ke gjindetë gjakoni , ndoonjë sekulaar ; oo ke gjindetë burrë , aty gruoja s duhetë me pagëzuom – veçëse ndë qoftë kafsha aqii mbarreje mb atë herë , kuur foshnja ashtë tue leem , e të mos mundetë aty burrë me u afruom , oo mb atë herë , kuur gruoja ashtë maa vesht e e di maa mirë materienë e formënë me fjalët , qi thamë përsipëri , e ashtë e zotnja maa plot e maa mirë me e pagëzuom .	Por thotë , se , ku gjendet prifti , aty dhjaku s'duhet të pagëzojë ; e ashtu edhe , ku gjendet dhjaku , ndonjë shekullar ; o ku gjindet burrë , aty gruaja s'duhet të pagëzojë – veçse në qoftë gjëja aq turp më atë herë , kur foshnja është duke lerë , e të mos mundet aty burrë të afrohet , o më atë herë , kur gruaja është më e zgjuar e di më mirë materien e formën me fjalët , që thamë përsipër , e është e zonja më plot e më mirë ta pagëzojë .
Prashtu thotë , se prifti gjithë kënco kafshësh duhetë fort me u nzyyrunë e me mpsuom popullinë e famulliinë e vet – e maa tepërë ato graa e plaka amëvisa , qi ndodhenë pakmos mbë gjithë vend , ke lindetë foshnja , – mirë tue u a shtiim ndë mend këtë kafshë , t a dijë [ Svane: die ] gjithëkush , ashtu qi , kuurdo të goditeej ashtu ndoonjë nevojë , të mos vdaareej ndoonjë paa pagëzuom për të paamsuom e të paadiijtunë .	Pra ashtu thotë , se prifti gjithë këso gjërash duhet fort të nzyyrunë e të mësojë popullin e famullinë  e vet – e më tepër ato gra e plaka amvisa , që ndodhen pakmos më gjithë vend , ku lindet foshnja , – mirë duke ua shtirë në mend këtë gjë, ta dijë [ Svane: die ] gjithkush , ashtu që , kurdo të goditet ashtu ndonjë nevojë , të mos humbet ndonjë pa pagëzuar për të pamësuar e të paditur .
E thotë , se j ati e e ama vetë fëmiinë e vet aspak s do ligja me e pagëzuom ; maa , kuur të shif ashtu ndoonjë nevojë , se foshnja po shkon paa pagëzuom , e kush tjetërë s gjindetë , aty maa si e ban s kaa , po i duhetë t a pagëzonjë paa lidhunë ndë ndoonjë kumëtrii oo të mbaajtunë gjaa pr ata njani me tjetërit .	E thotë , se i ati e e ama vetë fëmijën e vet aspak s'do ligji ta pagëzojnë ; po, kur të shohë ashtu ndonjë nevojë , se foshnja po shkon pa pagëzuar , e kush tjetër s'gjendet , aty më si t'ia bëjë s ka , po i duhet ta pagëzojë pa lidhur në ndonjë kumëtëri o të mbajtur gjë për ata njëri me tjetrin .
Saa moti e ndë qish koho duhetë foshnja me u pagëzuom .	Sa moti e në qysh kohë duhet foshnja të pagëzohet .
Duhetë prifti bukur t i msonjë popullinë e famulliinë e vet , qi , foshnja posaa leen , maa të parënë kafshë , aqë saa maa çpejt të mundnjënë , t a shpienë n kishët shinte t a pagëzonjënë , sikundrëse do ligja e Krishtit , e jo me vuum ree aqë ndierë nd anët do zakone , qi kanë mbë disa vise , tue e përciellë ditë mbë ditë , ndierë gjeen kuorrë e kohonë e kumëtritë e ndrikullatë , e ndierë ban gatii gostiinë e disa ashtu të tjera madhështii e kafshë të mbrazëta , aqë saa disa herë godit gjukata e keqe e tyne , e ashtu venë paa pagëzuom – mkat aqi i madh e j randë , saa gjuhet së nieriut askuurraaj s mundetë me u kallëzuom , ashtu as munë njëmendetë me ndoonjë tjetër mbë këtë jetë . Praashtu nçil syytë gjithekush , e , saa maa çpejt qi të mundnjësh , t i pagëzojsh paa vuum m perikullë të shelbuomitë e tyne ende të vetëvetëhesë .	Duhet prifti bukur t'i mësojë popullin e famullinë e vet , që , foshnja posa len , më të parën gjë, aq sa më shpejt të mundin , ta shpien në kishën e nsshenjtë ta pagëzojnë , sikundërse do ligja e Krishtit , e jo të vihet re aq deri në anët do zakone , që kanë më disa vise , dukee përcjellë ditë mbë ditë , deri gjer kurrë e kohën e kumtërit e ndrikullat , e deri bën gatii gostinë e disa ashtu të tjera madhështi e gjëra të zbrazëta , aq sa disa herë godit gjukata e keqe e tyre , e ashtu venë pa pagëzuar – mëkat aq i madh e i rëndë , sa gjuhe së njeriut askurrë s'mundet të kallëzohet , ashtu as mund të njëjtësohet me ndonjë tjetër më këtë jetë . Pra ashtu çil sytë gjithkush , e , sa më shpejt që të mundësh , t'i pagëzosh pa vënë në rrezik të shëlbuarit e tyre  edhe të vetvetes .
E mb atë herë , kuur godit kafsha për < necessità > e pagëzonjënë ndoonja ndë shtëpii për të çpejtë veçëse me formët e me të qituni-të ujit , posikundrëse kemi thanë përsipëri , – t atiinë , ndë qoftë gjaall , ndeevonë t a shpienë n kishë ke prifti , e t i banjë gjithë cerimoniatë e tjera jashtë formet e ncë qitunit së ujit , qi i qenë baam maa m pari ; oo , ndë qoftë ashtu ndoonjë dubitacione e të menduom për të paadiijtunit e të paavesht t atyne , qi e pagëzuonë , persërii tue i qitunë ujëtë , formënë të j a thoetë me atë kondicione , qi thamë përsipëri : < Si non es baptizatus , ego te baptizo in nomine Patris &c. >	E më atë herë , kur godit gjëja për < necessità > e pagëzojnë ndonjë në shtëpi për të shpejtë veçse me formën e me të qitur të ujit , posikundërse kemi thënë përsipër , – t 'atillin , në qoftë gjallë , pastaj ta shpien në kishë te prifti , e t'i bëjë gjithë cerimonitë e tjera jështë forme e së qiturit të ujit , që i qenë bërë më  parë ; o , në qoftë ashtu ndonjë dyshim e të menduar për të paditurit e të paavesht të atyre , qi e pagëzuan , përsëri duke i qitur ujët , formën t'ia thotë me atë kondicione , që thamë përsipër : < Si non es baptizatus , ego te baptizo in nomine Patris &c. >
E duhetë ashtu ende me diijtunë , se asndoonja , saa ashtë mbërshelë ndë bark-të s amësë , s munë pagëzonetë .	E duhet ashtu edhe ditur, se asndonjë , sa është mbyllur në bark të s'ëmës , s'mund të pagëzohet .
Maa mb atë herë , kuur duketë , se foshnja kaa qitunë veçëse kryetë jashtë e ashtë m perikulli-të mortsë , ajo aty mb atë arrësye munë pagëzonetë ; e ndeevonë , ndë qoftë gjaall , maa s kish me j u dashunë tjetër të pagëzuom veçëse ato uratë e çerimonietë e tjera , qi i mbetnë paa baam .	Por më atë herë , kur duket , se foshnja ka qitur veçse kryet jështë e është më rrezik të mortit, ajo aty më atë arsye mund të pagëzohet ; e më vonë , në qoftë gjallë , më s'kish t'i duhej tjetër të pagëzuar veçse ato uratë e ceremonitë e tjera , që i mbetën pa bërë .
E ndë mos pastë nxierrë kryetë , po qishdo tjetër gjymtyrë , qi të njifetë , se ashtë gjaall e m perikulli – të mortsë , aty mun a pagëzonjë nd atë gjymtyrë ; e ndeevonë , ndë leftë gjaall , përsërii me e pagëzuom me atë kondicione e arrësye , qi thamë përsipëri : < Si non es baptizatus , ego te baptizo in nomine Patris &c. >	E në mos pastë nxjerrë kryet , po qyshdo tjetër gjymtyrë , që të njihet , se është gjallë e në rrezik – të mortjes , aty mund ta pagëzojë në atë gjymtyrë ; e më vonë , në leftë gjallë , përsëri të pagëzohet me atë kondicione e arsye , që thamë përsipër : < Si non es baptizatus , ego te baptizo in nomine Patris &c. >
E ndë goditi kafsha , qi , mbasi e pagëzuonë nd atë gjymtyrë , leu vdekunë , ajo munë shtiiretë  ndë çemiteer-të kishësë , e jo ndryshej .	E në godittë gjëja, që , mbasi e pagëzuan n atë gjymtyrë , leu i vdekur , ajo mund të shtiret në qimitir të kishës , e jo ndryshe .
E ashtu ende thotë , se mb atë herë , kuur godit kori , qi vdes ndoonjë gruo e ngarkuome – ata , qi janë vesht , mb atë ças t a çkierrënë e të j a nxierrënë jashtë foshnjënë ; e nd u ndieftë , se a gjaall , t a pagëzonjënë ; e ndë qoftë vdekunë , qi të mos munë pagëzonetë ; s do ligja me e shtiim mbë ven-të shekruom .	E ashtu edhe thotë , se më atë herë , kur godit kori , që vdes ndonjë grua e ngarkuar – ata , që janë vesht , më atë ças ta çjerrin e t'ia nxierrin jështë foshnjën ; e në u ndjeftë , se është gjallë , ta pagëzojnë ; e në qoftë vdekur , që të mos mund të pagëzohet ; s'do ligji të shtihet më vend  të shenjtëruar.
E foshnja , qi të gjindeej çkitunë kund e të mos diheej , se oo ashtë pagëzuom oo jo , – t atinë duhetë me e pagëzuom me atë kondicione e arrësye , qi thashë përsipëri , se : < Si non es baptizatus , ego te baptizo &c. >	E foshnja , që të gjendej shqitur kund e të mos dihej , se o është pagëzuar o jo , – të atillin duhet ta pagëzojmë me atë kondicione e arsye , që thashë përsipër , se : < Si non es baptizatus , ego te baptizo &c. >
E mb atë herë , kuur godit kori e leen kund ndoonjë moshtrë e ashtu kafshë e shëmtuome , qi s dihetë , se mbë qish arrësye ashtë , – aty mb atë ças të gërshesënë nierëz të diijtëshim , qi t a shohonë , e , si t u duketë , ashtu të banjënë ; përse thotë , se moshtra , qi as me ndoonjë shinj nukë shëmënjen me qenë nierii , ajo as me ndoonjë arrësye s munë pagëzonetë .	E më atë herë , kur godit kori e len kund ndonjë monstër e ashtu gjë e shëmtuar , që s'dihet , se më qysh arsye është , – aty m atë ças të gërshasin njerëz të ditshëm , që ta shohin , e , si t'u duket , ashtu të bëjnë ; përse thotë , se monstra , që as me ndonjë shenjë nuk shembëllen të jetë njeri , ajo as me ndonjë arsye s mund të pagëzohet .
Maa mb atë herë , kuur ashtë dubitacione e të menduom , se oo ashtë oo s ashtë , aty munë pagëzonetë me këtë kondicione ; tue i qitunë ujëtë , me i thanë , se : < Si tu es homo , ego te baptizo in nomine Patris &c. >	Më me këtë kondicione ; duke i qitur ujët , duke i thënë , se : < Si tu es homo , ego te baptizo in nomine Patris &c. >
E aty ke s munë njifetë mirë kafsha , se a ashtë veçëse nja oo janë shumë , atë ashtu aqë çpejt e ndë një ças s duhetë me e pagëzuom paa mos e njofunë maa parë , sikuur thuose tue vuum roe , a kaa veçëse një krye të vetëminë oo kaa maa shumë , e a kaa veçëse një krahanuor të vetëminë oo maa shumë .	E aty ku s'mund të njihet mirë gjëja , se a është veçse një o janë shumë , atë ashtu aq shpejt e në një ças s'duhet ta pagëzojmë pa mos e njohur më parë , sikur thuase duke vënë re , a ka veçse një krye të vetëm o ka më shumë , e a  ka veçse një kraharor të vetëm o më shumë .
Përse thotë , se aqë saa kreenë e krahanorë kaa , aqë ende zemëra e shpiirt kaa me pasunë , e aqë nierëz oo krautyrë kanë me qenë .	Përse thotë , se aq sa krerë e kraharorë ka , aq  edhe zemra e shpirt ka për të pasur , e  aq njerëz o krijesa kanë për të qenë .
E të këtiitë mbë këtë arrësye duhenë me qenë pagëzuom , t cieciillt tue i shtiim ujë veçazë , t u thoetë , se : < Ego te baptizo &c. >	E të këtillët më këtë arsye duhet të jenë pagëzuar , të secilit duke i shtirë ujë veças , t'u thuhet , se : < Ego te  baptizo &c. >
Maa kuur të shif , se po janë tue vdekunë e s kaa kuur pret me j pagëzuom gjithë kaa nja , e aj tue u qitunë ujë të gjithëve përnjerë , t u thoetë ,  se : < Ego vos baptizo in nomine Patris & Filii & Spiritus Sancti . Amen . >	Po kur të shihet , se po janë duke vdekur  e s'ka kur pret për t'i pagëzuar gjithë nga një , e ai duke u qitur ujë të gjithëve përnjëherë , t'u thuhet , se : < Ego vos baptizo in nomine Patris & Filii & Spiritus Sancti . Amen . >
– E cia kafshë askuurraaj s duhetë me qenë baam veçëse nd aqë të madhe nevojë , qi t i dukeej mirë , se po janë tue shkuom e maa s kaa kuur pret me i pagëzuom gjithë kaa nja , posikundrëse thashë persipëri .	– E cila gjë askurrë s'duhet të jetë bërë veçse në  aq  të madhe nevojë , që t'i dukej mirë , se po janë duke shkuar e më s'ka kur pret për t'i pagëzuar gjithë nga një ,  posikundërse thashë përsipër .
E kuur t ish moshtra ashtu , qi të mos munë njifeej mirë , se a ashtë nja i vetemi oo janë dy , aty duhetë me pagëzuom veçëse njanënë , posikundrëse  ashtë zakoni , e tjetërinë me e pagëzuom me këtë kondicione e arrësye , qi thashë ende persipëri , se : tue i shtiim ujëtë , t i thoetë , se : < Si non es baptizatus , ego te baptizo in nomine Patris & Filii & Spiritus Sancti > . Kumëtrishit e ndrikullashit .	E kur të ish monstra ashtu , që të mos mund të njihej mirë , se a është një i vetëm o janë dy , aty duhet pagëzuar veçse njërën , posikundërse është zakoni , e tjetrin ta pagëzoah me këtë kondicione e arsye , që thashë edhe përsipër , se : duke i shtirë ujët , t'i thuhet , se : < Si non es baptizatus , ego te baptizo in nomine Patris & Filii & Spiritus Sancti > . Kumtërve e ndrikullave .
Prifti aty parë se ze fiill me e pagëzuom , mirë me arrësye t i pyesë ata , qi e kanë pruum foshnjënë , se të ciitë janë kumëtritë , qi e mbaanë , e të mos jeenë shumë e maa tepërë , se do ligja , oo gjëniet së tii oo të këqii e të paadiijtunë .	Prifti aty parë se zë fill për ta pagëzuar , mirë me arsye t'i pyesë ata , që e kanë prurë foshnjën , se të cilët janë kumtrit , që e mbajnë , e të  mos jenë shumë e më tepër , se do ligji , o gjëniet së tij o të këqij e të paditur .
Përse thotë , se kumëtrë mëjaft ashtë veçëse nja i vetëmi , o burrë oo gruo të jeetë , – e maa tepërë kuur të jeenë dy , një burrë e një gruo , e jo dy bura ndo dyy graa , posikundrëse urdhënon < Concilio Tridentino > ; ashtu as j ati e e ama s mun a mbaanë foshnjënë e vet mbë të pagëzuomit .	Përse thotë , se kumtër mjaft është veçse një i vetëm , o burrë o grua të jetë , – e më tepër kur të jenë dy , një burrë e një grua , e jo dy burra ndo dy gra , posikundërse urdhëron < Concilio Tridentino > ; ashtu as i ati e e ëma s'mund ta mbajnë foshnjën e vet më të pagëzuarit .
E këta kumëtrë të jeenë : ndoonee maa pak buri të kietë sosunë 14. viet e gruoja 12. , e të jeenë të dy krezmuom e konfirmuom prej upeshkëpit , sikundrëse do ligja e t kërshtenëvet .	E këta kumtër të jenë : ndoonee më pak burri të ketë sosur 14. vjet e gruaja 12. , e të jenë të dy krezmuar e konfirmuar prej ipeshkëvit , sikundërse do ligji i të krishterëve .
E thotë , se aty mirë të venë roe prifti , qi aspak ndë t atiit ndeer mos përzanë ndoonjë të pëganë e të paafee oo eretik e shizmatik oo ndoonjë , qi t ish mallëkuom e skomunikuom < coram > popullë oo suspenduom e mbaajtunë oo disa nierëz të këqii e të paashpiirt , qi janë nçelë e vuum mb emënë e mbë zaa të keq , oo ndoonja , qi t ish këmbyem e paa mend oo të mos diij ndoonee maa pak me baam kryq mbë vetëhenë e Pater nosterë e Ave Mariinë e të 12] artikujtë e feesë me saa të tiera uratë e arrësenje të mira , sikundrëse do zakoni shint e ligja e t kërshtenëvet , ashtu qi ndeevonë , kuur t a mbëriinjënë mbë mend e mbë shqise , ata famujtë e tyne të mundnjënë ende atyne me u a mpsuom , posikundrëse janë detuor e mbaajtunë .	E thotë , se aty mirë të vënë re prifti , që aspak në të atillë nder mos përzënë ndonjë pagan e të pafe o heretik e skizmatik o ndonjë , që të ish mallkuar e shkishëruar < coram > popullë o pezulluar e mbajtur o disa njerëz të këqij e të pashpirt , që janë fshehur e vënë më emër e më zë të keq , o ndonjë , që të ish këmbyer e pa mend o të mos dinte ndonjë më pak për të bërë kryq më veten e Pater nosterë e Ave Marinë e të 12] artikujt e fesë me sa të tjera urata e arsye të mira , sikundërse do zakoni i shenjtë e ligji i të krishterëve , ashtu që më vonë , kur ta mbërrijnë më mend e më shqisa , ata famujtë e tyre të mundin edhe atyre t'ua mësojmë , posikundërse janë detorë e mbajtur .
E ashtu ende thotë , se ndë këtë kafshë aspak s duhetë me u përziem fratënitë oo këllogjënitë e këllogjëneshatë e gjithë të tjerëtë , qi janë munështirevet , daam njëherë e larguom n gjithë kafshëshit së kësaa-jete .	E ashtu edhe thotë , se në këtë gjë aspak s'duhet të përzihen fretërit o murgjit e murgeshat e gjithë të tjerët , që janë manastireve , ndarë njëherë e larguar nga gjithë gjërat e kësaj jete .
Ndë qish koho e mbë qish vend munë banetë këta shint të pagëzuom .	Në ç'kohë e më ç'vend mund të bëhet këta të shenjtë të pagëzuar .
Thotë , se mbe qishdo arrësye të jeetë këta shin-të pagëzuom , ndë gjithë mot e koho munë bahetë , makaar se ende nd atë mot e koho , qi t ishnë gjithë gjindja ndë të mbaajtunë e privuom e jashtë n gjithë ncë tjerashit sakramentesh ; mb atë herë , kuur duketë , se ashtë kafsha m perikullë , këjo munë banetë ndë gjithë koho e mbë gjithë vend .	Thotë , se më çdo arsye të jetë këta të shenjtë të pagëzuar , në gjithë mot e kohë mund të bëhet , makar se edhe ne atë mot e kohë , që të ishin gjithë gjindja në të mbajtur e privuar e jështë në gjithë së tjerash sakramente ; më atë herë , kur duket , se është gëja më rrezik , kjo mund të bëhet në gjithë kohë e më gjithë vend .
Maa posikundrëse kaa qenë zakoni i motshim , maa tepërë se ndë gjithë mot e dit të tjera e maa me komoditat këto te dyy dit të shënuome , qi ashtë të shëtunë e madhe e të shëtunë e rshajevet , mb ate herë , kuur beekohetë fonta e gjithë vietit për të pagëzuom ; e bahetë këta shin-të pagëzuom me gjithë çerimoniat e kafshë-të tjera maa me të mëdhaa e të plota ndere e solemnitate – e cia kafshë për këta të mëdhenjt , qi duonë me u pagëzuom kund afërë këtyne dite , – kuur duketë kafsha , se s ashtë ashtu ndoonja perikullë , duhetë të presënë e mb atë ditë me u pagëzuom .	Por posikundërse ka qenë zakoni i moçëm , më tepër se në gjithë mot e ditë të tjera e më me komoditat këto të dy ditë të shënuara , që është të shtunë të madhe e të shtunën e rrëshajëve , më atë herë , kur bekohet pagëzorja e gjithë vitit për të pagëzuar ; e bëhet këta të shenjtë të pagëzuar me gjithë ceremonitë e gjëra të tjera por më të mëdha e të plota  ndere e solemnitete – e cila gjë për këta të mëdhenjtë , që duan të pagëzohen kund afër këtyre ditëve , – kur duket gjëja , se s'është ashtu ndonjë rrezik , duhet të presin e më atë ditë të pagëzohen .
Maa kuur t ishte kafsha ashtu , qi të mos mundetë me pritunë – t atiitë mb atë arrësye të venë ndë kishë-të mëdhaa , ke ashtë upeshkëpi oo qishdo tjetër prelat , e aty të pagëzonenë < solemnemente > e me të madhe ndeer e lavd , posikundrëse do ligja e Krishtit .	Po kur të ishte gjëja ashtu , që të mos mundet të presë – të atillët më atë  arsye  të venë në kisha të mëdha , ku është ipeshkëvi o kushdo tjetër prelat , e aty të pagëzohen < solemnemente > e me të madh nder e lavd , posikundërse do ligji i Krishtit .
E këjo ndëgjonetë maa tepërë për të mëdhenjt , qi nkthenenë ndë shintet fee .	E kjo ndëgjonetë më tepër për të mëdhenjtë , që kthehen në të shenjtën fe .
