sq_orig	sq_mod
Përse mb atë herë , kuur gjithëkush mirë tue e njofunë e tue e diijtune , se nde kishë-të Tinëzot s ashtë maa shinte as ma e viejtëshime e e lëvduome kafshë se shintetë sakramente për të shelbuomi-të shekullit , jo ndoonjii tjetër ane zanë fiill oo urdhënuom e e ardhunë maa parë veçëse Krishtit së mëshëriershim , zotit synë , – praashtu prifti oo qishdo tjetërë ndë shintit urdhënë , qi të doë mirë e me arrësye , si do ligja , këto shinte sakramente me j shërbyem , bukur i duhetë t i nçelnjë syytë e mendet e të shpiirtit maa tepërë se ata të korpit , qi pak kafshë munë shohonë , mirë tue vuum roe e tue kujtuom vetë ndë vetëhe , se aj aty mb atë arrësye po del e kallëzonetë përpara faqesë Tinëzot e përzihetë e përket me duor-të vet saa të randa kafshë gjithë shinte e të shekruome , qi s përkasënë tietërkuujnaaj veçesë shintënet eengjiivet Tinëzot .	Përse më atë herë , kur gjithkush mirë duke e njohur e duke e ditur , se në kishë të Tinëzot s'është më e shenjtë as më e vlefshme e e lëvduar gjë se të shenjtat sakramente për të shëlbuarit të dheut , jo ndonjë tjetër anë zënë fill o urdhëruar e e ardhur më parë veçse Krishtit të mëshirshëm , zotit tonë , – pra ashtu prifti o kushdo tjetër në  të shenjtin urdhër , që të dojë mirë e me arsye , si do ligja , këto të shenjta sakramente t'i shërbejë , bukur i duhet t'i çelë sytë e mendjes e të shpirtit më tepër se ata të trupit, që pak gjë mund të shohin , mirë duke vënë re e duke kujtuar vetë në vete , se ai aty më atë arsye po del e kallëzohet përpara faqes së Tinëzot e përzihet e përket me duart e veta sa të rënda gjëra gjithë të shenjtat e të shkruara , që s'i përkasin tetërkujt veçse shenjtëve e engjëjve të Tinëzot .
Prashtu t atiitë duhetë të jeenë gjithëherë ndë frikët e tmeer-të Tinëzot , me të madh kujdes e të nzyyrunë tue u gjetunë gaatii ndë gjithë mot e koho e horë të ditësë e të natësë , kuurdo e kedo të jeenë thirrë e grishunë , këto shinte sakramente me j shërbyem paa ndoonje të vonuom , të ciecienë ndë kohot e ndë mo-të vet .	Pra ashtu të atillë duhet të jenë gjithherë në frikë e tmerr të Tinëzot , me të madh kujdes e të nzyyrunë duke u gjetur gati në gjithë mot e kohë e horë të ditës e të natës , kurdo e kudo të jenë thirrur e grishur , këto të shenjta sakramente për t'i shërbyer pa ndonjë të vonuar , të ciecienë në kohë e në mot të vet .
E jo veçëse gaatii e për të çpejtë këtyne kafshëve gjithëherë duhetë me u gjetunë , po ashtu ende me të madh të mpastrë e jetë të dëlirë posikundrëse të korpit ashtu ende maa tepërë të shpiirtit .	E jo veçse gati e për të shpejtë këtyre gjërave gjithherë duhet të gjenden , po ashtu edhe me të madh të pastër e jetë të dëlirë posikundërse të trupit ashtu edhe më tepër të shpirtit .
Përse thotë , se , ndoonëse shintetë sakramente s munë pëgahenë as munë palavohenë , ashtu as munë vdierrënë forcënë e vërtytnë e vet ncë paadenjit e ncë paadëlirit së priftënet e t atyne , qi i shërbenjënë , – asgjaamangu veçëse vaaj e vaaj ncish , qi për të paadenjët e të paadëlirë-të vet kanë me u gjetunë të denjëtë e mundimevet ferrit e të zjarmit amëshuom për gjithë jetë-të jetësë !	Përse thotë , se , ndonëse të shenjtat sakramente s'mund të pëgëhen as mund të palavohen , ashtu as mund të vdirren forcën e virtytin e vet së padenjit e së padëlirit së priftërit e atyre , që i shërbejnë , – asgjëmangu veçse vaj e vaj sish , që për të padenjët e të padëlirë të vet kanë për t'u gjetur të denjët e mundimeve të ferrit e të zjarmit të amshuar për gjithë jetë të jetës !
Praashtu thotë , se prifti oo kushdo tjetër mb atë arrësye , qi të jeetë përziem ndë këtë shinte shërbëtyrë , gjithë herë e ndë gjithë koho , qi t a ndienjë vetëvetëhenë e shpiirtinë e vet plaguom e farmakuom me shigjetët e farmëku-të ndoonjii mkati murtaar , aspak paa mos u rrëfyem e xgjidhunë mkatit maa parë , mos afronetë e mos përzihetë ndë ndoonjë kënco shinte sakramentesh .	Pra ashtu thotë , se prifti o kushdo tjetër më atë arsye , që të jetë përzier në këtë të shenjtë shërbim , gjithherë e në gjithë kohët , që ta ndiejë vetveten e shpirtin e vet të plaguar e të farmakuar me shigjetat e farmakut të ndonjë mëkati mortar , aspak pa u rrëfyer e zgjidhur mëkatit më parë , të mos afrohet e të mos përzihet në ndonjë këso të shenjta sakramente .
Maa ke t i goditeej kafsha ashtu , qi aqë për të çpejtë të mos mundeej me u rrëfyem , e aj ndoonee vetë ndë vetëhe përpara faqesë Tinëzot të jeetë me gjithë zemërë nkthyem e peenduom e ndeevonë , saa maa çpejt qi të mundnjë , të rrëfyhetë e të xgjidhetë mkatit .	Më ku t'i goditej gjëja ashtu , që aq për të shpejtë të mos mundej të rrëfehej , e ai ndoonee vetë në vete përpara faqes së Tinëzot të jetë me gjithë zemër i kthyer e i penduar e pastaj, sa më spejt që të mundë , të rrëfehet e të zgjidhet prej mëkatit .
E ashtu ende thotë , se gjithëherë e kuurdota , ndë qishdo koho e horë të ditësë e të natësë të jeetë grishunë e thirrë mbë ndoonjë kënco shinte sakramentesh , aspak të mos gjindetë i randë e j vonuoshim , tue e përciellë horë mb orë e sod mbë nesër ;	E ashtu edhe thotë , se gjithherë e kuurdota , në çdo kohë e orë të ditës e të natës të jetë grishur e thirrur më ndonjë këso të shenjta sakramentesh , aspak të mos gjendet i rëndë e i vonueshëm , dukee përcjellë orë më orë e sot më nesër ;
e aqë maa tepërë mb atë herë , kuur sheh , se ashtë kafsha për të çpejtë , po mb ate ças gaatii të gjindetë ,  ashtu qi si vetëvetëhenë e shpiirtinë e vet ashtu as ndoonjë tjetër të mos venë m perikulli-të mortsë amëshuome – tue i mpsuom ashtu ende e bukur tue u a shtiim ndë mend gjithë famulliisë e populli-të vet , t madhit e t vogëlit , qi gjithë herë e ndë gjithë koho , qi të goditnjë ashtu zyra , as për ndoonjë tjetër kafshë atë të mos e laanë , ashtu as të mos e përciellënë ditë mbë ditë e sod mbë nesër , po mb atë ças e maa çpejt , qi të mundnjënë , të vinjënë me e grishunë .	e aq më tepër më atë herë , kur sheh , se është gjëja për të shpejtë , po më atë çast gati të gjendet , ashtu që si vetveten e shpirtin e vet ashtu as ndonjë tjetër të mos venë në rrezik të mortjes së amshuar duke i mësuar ashtu edhe e bukur duke ua shtirë në mend gjithë famullisë e popullit të vet , të madhit e të voglit , që gjithherë e në gjithë kohët , qi të goditnjë ashtu zyra , as për ndoonjë tjetër gjë atë të mos e lënë , ashtu as të mos e përcjellin ditë më ditë e sot më nesër , po më atë ças e më shpejt , që të mundin , të vijnë për ta grishur .
E ashtu ende gjithë herë , qi të nisetë me shërbyem ndoonjë kënco shinte sakramentesh , nd a njintë e ndë pastë kuur , maa parë të bierë pakëzë mbë gjunjë e të banjë uratë oo me gojë oo veçëse me zemërë e të kujtuom , mirë tue vuum roe vetë ndë vetëhe e tue kujtuom , se pa ku a nisunë , oo qish do me baam , e ndër të ciat kafshë aty do me u përziem , oo përpara së kuujsë faqe do me u kallëzuom .	E ashtu edhe gjithherë , që të niset për të shërbyer ndonjë këso të shenjta sakramente , në a njintë e në pastë uur , më parë të bjerë pakëz më gjunjë e të bëë uratë o me gojë o veçse me zemër e të kujtuar , mirëduke vënë re vetë në vete e suke kujtuar , se pa ku është nisur , o qysh do të bëjë , e ndër të cilat gjëra aty do të përzihet , o përpara së kujt faqe do të kallëzohet .
Ani ndeevonë veshunë maa pak kotënë e stolënë përmbii ta – jashtë ncë rrëfyemit , qi , kuur godit ashtu zyra , kedo të jeetë e sido të ndodhetë , ashtu duhetë me ndenjunë e me e ndëgjuom ende paa të tjera çerimonie , – e mbë të tjerat shinte sakramente gjithëherë i duhetë të kietë maa pak një gjakon ndaj vetëhenë oo , – sikundrëse a vendi , e qish sakrament të jeetë , – dy oo tre bukur parequom e m kotët veshunë , si u kaa hie .	Ani më vonë veshur më pak veladonin e stolën përmbi të – jashtë së rrëfyerit , që , kur godit ashtu zyra , kudo të jetë e sido të ndodhet , ashtu duhet të rrijë e ta ndëgjuem edhe pa të tjera ceremoni , – e më të tjerat të shenjta sakramente gjithherë i duhet të ketë më pak një dhjak ndaj veten o , – sikundërse është vendi , e qysh sakrament të jetë , – dy o tre bukur parequom e me veladonin veshur , si u ka hije .
E ashtu ende fort mirë të venë roe prifti , qi paramentetë e petëkatë e napëtë e gjithë të tjeratë eenë e saa kafshë duhenë nd atë shinte shërbëtyrë të jeenë gjithë të tana e t ungjina e të mpastra e të dëlira , si duhetë .	E ashtu edhe fort mirë të vënë re prifti , që paramanat e petkat e napat e gjithë të tjerat jenë e sa gjëra duhen në atë të shenjtë shërbim të jenë gjithë të tëra e t ungjina e të pastra e të dëlira , si duhet .
E ashtu ende gjithë herë , qi shërben ndoonjë kënco shinte sakramentesh , – çerimoniatë , zakonetë e të mirëtë e vërtytnë e tyne e , se qish kafshë shëmënjenjënë e shinjifikonjënë , aqë saa mundën e saa i vie-n dore me komodita-të vet t a nçelnjë e t a kallëzonjë gjithëkuujnaaj , posikundrëse Concilio Tridentino e shintënitë atë e katekismi i Romësë kanë urdhënuom e ndërequnë .	E ashtu edhe gjithherë , që shërben ndonjë këso të shenjta sakramente , – ceremonitë , zakonet e të mirët e virtytin e tyre e , se qysh gjëra shëmënjenjënë e shinjifikonjënë , aq sa mundin e sa i vjen dore me komodita të vet ta çelë e ta kallëzojë gjithkujt , posikundërse Concili Trentin e shenjtët etër e katekizmi i Romës kanë urdhëruar e ndrequr .
E gjithë sakrament ashtu ende qi të marrënë me shërbyem , maa tepërë përmbii gjithë kafshët të kienë të madh kujdes e të nzyyrunë përmbii formë-të tii e ato shinte fjalë , qi lidhnjënë e konshekronjënë , tue i thanë gjithë me mend e me shqise e fort bukurë e gojëplot daam e kthiem njanënë n tieteret e gjithë plot me frikët e tmeer-të Tinëzot ndë vetëhe .	E gjithë sakrament ashtu edhe që të marrin për të shërbyer , ma tepër përmbi gjithë gjërat të kenë të madh kujdes e të nzyyrunë përmbi formë të tij e ato të shenjta fjalë , që lidhin e konsakrojnë ,  duke i thënë gjithë me mend e me shqisa e fort bukur e gojëplot ndarë e kthyer njaërën në tjetrën e gjithë plot me frikë e tmer të Tinëzot në vete .
E ashtu ende gjithë saa uratë e të lutuna e kafshë të tiera janë ndërequnë e urdhënuom , aspak të mos i thoetë veçëse për mend e sikuur për të ngutunë oo për të harruom , – posikundrëse kanë mpsuom gojënë disa të paafat , qi as gjymsëtë s u thonë , – po bukur hieshim e gjithë për letërë tue i shukuom e kaadaleth , si do ligja , paa ndoonjë të ngutunë e të përzienë .	E ashtu edhe gjithë sa uratë e të lutura e gjëra të tjera janë ndrequr e urdhënuar , aspak të mos i thuhet veçse për mend e sikur për të ngutur o për të harruar , – posikundërse kanë mësuar gojën disa të pafat , që as gjymsëtë s'u thonë , – po bukur hieshëm e gjithë për letër dukei shikuar e ngadalë , si do ligja , pa ndonjë të ngutur e të përzier .
E të tjeratë kafshë e çerimonie me t atiat shqise e devocione e të prunjëtë t i banjë , saa gjithëkush të ndodhetë aty me j a gjegjunë , të mbushenë plot me devocione e dëshirit së qiellet , tue lëvduom e tue përlëvduom atë zo-të mëshëriershim , qi i kaa baam , ndërequnë e urdhënuom .	E të tjerat gjëra e ceremoni me të atilla shqisa e devocione e të përulët t'i bëjë , sa gjithkush të ndodhet aty t'ia dëgjojnë, të mbushen plot me devocione e dëshirë të qiellit , dukë lëvduar e duke përlëvduar atë zot të mëshirshëm , që i ka bërë , ndrequr e urdhëruar .
E ashtu ende gjithë herë , qi të doë me u afruom e me shërbyem ndoonjë kënco kafshësh , for-të ruhetë , mos marrë me nçtuom oo me përziem ndoonjë tjetër kafshë , qi di , se s përket asaaj shërbëtyre ;	E ashtu edhe gjithherë , që të dojë t'u afrohet e tëshërbyjë ndonjë këso gjërash, fort të ruhet , mos marrë të shtojë o tëpërziejë ndonjë tjetër gjë, që di , se s'i përket asaj shërbese ;
po gjithë mendnë e shqisenë e vet t a kietë të  plotë mb atë shërbëtyrë , qi ashtë tue baam , e jo mbë tjetërë , oo ndë mose , ndoonee tue kujtuom e tue e pasunë zemërënë e vullëndetnë me e mbaruom atë kafshë ashtu , posikundrëse shinteja ama kishë kaa urdhënuom e ndërequnë , e jo ndryshej .	po gjithë mendjen e shqisën e vet ta ketë të plotë më atë shërbesë , që është duke bërë , e jo më tjetër , o në mos , ndoonee duke kujtar e duke e pasur zemrën e vullnetin për ta mbaruar atë gjë ashtu , posikundërse e shenjta ama kishë ka urdhëruar e ndrequr , e jo ndryshe .
E ashtu ende for-t a shtierë ndë mend e të ruhetë gjithëkush , qi ndë të shërbyemi-të këtyne shinteve sakramente asndoonjë pagëtyrë të mos lypetë , mos pari , mos mbrapa , – po të jeenë shërbyem fort bukur hieshim e me saa të denja e të dërejta arrësenje , fort daam e larguom n gjithë rrembashit së lakëmiisë e ncë simoniisë e anco kafshësh , qi aty as me ndoonjë arrësye s janë për hie me qenë përziem e përmendunë .	E ashtu edhe fort ta shtjerë në mend e të ruhet gjithkush , që në të shërbyerit të këtyne të shenjtave sakramente asndonjë shpërblim të mos lypet , mos para , mos mbrapa , – po të jenë shërbyer fort bukur hieshëm e me sa të denja e të drejta arsye , fort ndarë e larguar në gjithë rrembashit së lakmisë e së simoniisë e aso gjërash, që aty as me ndonjë arsye s'janë për hije me qenë përzier e përmendur .
Maa mb atë herë , kuur ndoonja me vullënde-të vet do me dhanë gjaakafshë sikuur për lëmoshënë e jo për pagëtyrë mbë disa vise , ke ashtu ashtë zakoni , këjo ende paa mkat munë merretë , veçëse ndryshej nd i duktë upeshkëpit , qi të mos e urdhënonjë .	Ama më atëherë , kur ndonjë me vullnet të vet do të japë gjëkafshë sikur për lëmoshën e jo për shpërblim më disa vise , ku ashtu është zakoni , kjo edhe pa mëkat mund të merret , veçse ndryshe në iu duk ipeshkvit , që të mos e urdhërojë .
E ashtu ende i ciecilli prift for-të ruhetë , qi këto shinte sakramente as me ndoonjë arrësye mos i shërbenjë kund ndë ndoonjë tjetër famullii jashtë vendit e famulliet së vet , – veçëse ndë goditë aqë e madhe nevojë , qi të mos mundej ndryshej me u baam , oo të jeetë me urdhëni- të vikarit oo të parokianit e të priftit , qi ashtë  ati i shpiirtit e bariu i tyne .	E ashtu ende secili prift fort të ruhet , që këto të shenjta sakramente as me ndonjë arsye mos i shërbejë kund në ndonjë tjetër famulli jashtë vendit e famullisë së vet , – veçse në godittë aq e madhe nevojë , që të mos mundej ndryshe të bëhej , o të jetë me urdhrin e vikarit oo të rektorit e të priftit , që është ati i shpirtit e bariu i tyre .
E kshtu ende arrësye ish , qi prifti gjithë herë famullisë përpara të u a kallëzon ditënë e motnë e horënë e çasnë , kuur kanë ndë mend me i përzanë këto shinte sakramente , for-tue i mpsuom e tue i ndishkuom , qi mb atë herë maa tepërë se kuurraaj të jeenë jo veçëse gjithë mkateshit e palaviishit së korpit shtëmangunë e larguom , po ashtu ende n gjithë saa dëshiresh e ncë kujtuomesh e përrallësh e fjalëshit së mbrazëtash , – e gjithë ndë frikët e tmeer-të Tinëzot e jo me j përzanë keq e paahieshim e paa ndoonjë devocione , posikundrëse mbë disa vise janë mpsuom disa të paafat , qi veçëse sikuur thuose me baam zakonë e tue u përraallunë njani me tjetërit me saa fjalë të mbrazëta paa ndoonjë shkëndii friket e tmeerjet së Tinëzot ndë vetëhe ;	E kështu edhe arrësye ish , që prifti gjithherë famullisë përpara t'ua kallëzojë ditën e motin e orën e çastit , kur kanë në mend t'i përzënë këto të shenjta sakramente , fort duke i mësuar e duke i ndëshkuar , që më atë herë më tepër se kurrë të jenë jo veçse gjithë mëkateve e palavive të korpit shmangur e larguar , po ashtu edhen gjithë sa dëshirash e së kujtuarish e përrallash e fjalësh së zbrazëtash , – e gjithë në frikë e tmerr të Tinëzot e jo t'i përzënë keq e pahijshëm e pa ndonjë devocion , posikundërse më disa vise janë mësuar disa të pafat , qi veçse sikur thuase për të bërë zakonin e duke u përrallur njëri me tjetërin me sa fjalë të zbrazëta pa ndoojë shkëndijë frike e tmerrit së Tinëzot në vete ;
e këjo munë thomi , se ashtë fajtë e priftënet , qi s i kanë maa m pari qërtuom e msuom e vuum mb udhë .	e kjo mund të themi , se është faji i priftërve , që s'i kanë më m pari qortuar e mësuar e vënë më udhë .
Ashtu ende aty , ke di , se ashtë zyra , e duhetë kush ashtë ati i shpiirtit e bariu i popullit këtë shinte letërë t a kietë gjithëherë ndaj vetëhenë e , tue ecunë pr urdhëni- të saaj , gjithë kafshënë t a shërbenjë , posikundrëse mbrenda t a gjeenjë shkruom e urdhënuom .	Ashtu edhe aty , ku di , se është zyra , e duhet kush është ati i shpirtit e bariu i popullit këtë të shenjtë letër ta ketë gjithherë ndaj vetes e , duke ecur për urdhëri të saj , gjithë gjënë ta shërbejë , posikundërse brenda ta gjejë shkruar e urdhëruar .
E të dijë gjithëkush , se këtu s janë vuum gjithë shintetë sakramente , veçëse pjesë ncosh , me të gjithë rubrikët e çerimonia-të tyne , qi ashtë ma i pari : të pagëzuomitë , 2. të rrëfyemitë oo peendesa , 3. të kunguomitë shint , 4. të vojuomitë shint , qi banetë ndë fii- të mortsë , 5. matrimoni , qi ashtë të vuumitë kunorë e të shoqënuomitë e burrit e të gruosë me të beekuomi-të shintesë kishë katolike .	E të dijë gjithkush , se këtu s'janë vënë gjithë të shenjtat sakramente , veçse pjesë syresh , me të gjitha rubrikat e ceremoni të tyre , që është më i pari : të pagëzuarit , 2. të rrëfyerit oo pendesa , 3. të kunguarit të shenjtë , 4. të vajuarit të shenjtë, që bëhet në fii të mortjes , 5. martesa, që është të vënët kurorë e të shoqëruarit e burrit e të gruas me të bekuarit të së shenjtës kishë katolike .
E dyy të tjera , qi ashtë : të krezmuomitë e urdhëni shint – tue qenë ato oficia e upeshkëpit , janë vuum ndë pontifikall- të tii e jo ndë këtë , ke s duhenë .	E dy të tjera , që është : të krezmuarit e urdhri i shenjtë shint – duke qenë ato zyra e ipeshkëvit , janë vënë në pontifikall- të tij e jo në këtë , ku s'duhen .
E kush të dëshëronjë ende maa të tjera kafshë me njofunë e me diijtunë për ndimë-të këtyne shinteve sakramente , le të marrë kshiill e të mpsuom saa ncë tiera letërash , e aqë maa tepërë katekismit së Romësë oo shinteshit kanone ;	E kush të dëshirojë edhe më të tjera gjëra të njohë e të dijë për ndihmë të këtyre të shenjtave sakramente , le të marrë këshillëë e të mësuar sa së tjera letrash , e aq më tepër katekizmit së Romës o të shenjtave kanune ;
përse ketu maa të tiera kafshë s i janë vuum jashtë ancosh , qi perkasënë këtyne pesë sakramenteve , qi thashë përsiperi .	përse këtu më të tjera gjëra s'i janë vënë jashtë asosh , që u perkasin këtyre pesë sakramenteve , që thashë përsipër .
Maa ligja ashtë , qi gjithëkush shërben këto shinte sakramente ndë kishë-të Tinëzot , i duhetë të kietë gjithë saa duor letërash di , se përkasënë asaaj oficiesë e ndeersë tii , e ashtu ende trajtuom e baam gaatii një letërë të madhe të paashkruome , ndë të ciit të munë shkruonjë e të shënonjë gjithë saa foshnjë të pagëzonjë e ditënë e vietëtë e emënatë e tyne , të prindet e të kumëtret , e ashtu ende gjith ata , qi t u venë kunorë , e ata , qi të vdesënë famulliet e populliet së tii , – posikundrëse ndë të sosmi-të kësaaj letëre , ndë dashtë Zotyynë , kemi ende maa plot me i ndërequnë e me e thanë gjithë kafshënë .	Por ligji është , që gjithkush shërben këto të shenjta sakramente në kishë të Tinëzot , i duhet të ketë gjithë sa duar letrash di , se i përkasin asaj oficiesë e nderit të tij , e ashtu edhe trajtuar e bërë gaati një letër të madhe të pashkruar , në të cilën të mund të shkruajë e të shënojë gjithë sa foshnjë të pagëzojë e ditën e vjetët e emrat e tyre , të prindërve e të kumtërve , e ashtu edhe gjithë ata , që t'u vënë kurorë , e ata , që të vdesin në famulliinë e popullin e tij , – posikundërse në të sosurit e kësaj letre , në dashtë Zoti ynë , kemi edhe më plot për t'i ndrequr e për ta thënë gjithë gjënë .
Maa parë shintit sakramentit së t pagëzuomit .	Më parë të shenjtat sakramente së të pagëzuarit .
Këta shint të pagëzuom s munë thomi , se ashtë tjetër veçëse të zanëtë fiill të shintesë fee e dera e jetësë amëshuome .	Këta të shenjtë të pagëzuar s'mund të themi , se është tjetër veçse të zënëë fill të së shenjtës fe e dera e jetës së amshuar .
I cilli ndër gjithë sakramente- të tjera të ligjsë ree prej Krishtit së mëshëriershim qe urdhënuom e ndërequnë e mbaa vendnë maa të parënë për të shelbuomi-të shekullit – posikundrëse aj vetë kësaaj fjale po j dëshmon ndë shintit ungjiill-të vet , tue thanë , se : Nisi quia renatus fuerit ex aqua & Spirito sancto , non potest introire in regnum Dei , – sikuur thuose : paa mos leem nieerii të dyyjtënë herë me ujët e me Shpiirtit Shint , aspak s munë hiinjë ndë regjënii-të qiellet .	I cili ndër gjithë sakramente të tjera të ligjit të ri prej Krishtit së mëshirshëm qe urdhëruar e ndrequr e mban vendin më të parën për të shëlbuarit të dheut – posikundërse ai vetë kësaj fjale po i dëshmon në të shenjtin  ungjill të vet , duke thënë , se : Nisi quia renatus fuerit ex aqua & Spirito sancto , non potest introire in regnum Dei , – sikur thuase : pa lerë njeri të dytën herë me ujët e me Shpirtin e Shenjtë , aspak s'mund të hyjë ndë mbretëri të qiellit .
Praashtu posikundrëse ata , qi e shërbenjënë ,  ashtu ende gjith ata , qi e përzaanë e e marrënë , – tue qenë këjo dera e kryetë e gjithë kafshësë për të shelbuom , duhetë qi të jeetë shërbyem e marrë me të madhe shpëresë e të prunjëtë e devocione , ashtu qi t u jeetë njanësë lagje ende tjetërësë për të madhe ndimë e dobii të shpiirtit .	Pra ashtu posikundërse ata , qe e shërbejnë , ashtu edhe gjithë ata , që e përzënë e e marrin , – duke qenë kjo dera e kryet e gjithë gjësë për të shelbuar , duhet që të jetë shërbyer e marrë me të madhe shpresë e të prunjëtë e devocione , ashtu që t'u jetë njërës lagje edhe tjetrës për të madhe ndihmë e dobi të shpirtit .
E ati i shpiirtit oo kushdo tjetër t a shërbenjë këtë shint sakrament , mirë duhetë t i dijë [ Svane: die ] e t i njoho , se të tjera janë kafshëtë necessarie prej Sinëzot urdhënuom për shërbëtyrët të këtii shinti sakramenti , posi ashtë materia , forma , minister – e të tjera janë ato , qi përkasënë t atiillt gazimendi e ngushëllimi t paasosuni , posikundrëse ashtë zakoni e çerimonietë , të ciatë qysh moti shintitë apostuj me saa të denja e të dërejta arrësenje i kanë urdhënuom e ndërequnë ;	E ati i shpirtit o kushdo tjetër ta shërbenjë këtë të shenjtë sakrament , mirë duhet t'i dijë [ Svane: die ] e t'i njohë , se të tjera janë gjërat necessarie prej Sinëzot urdhëruar për shërbesë të këtij të shenjti sakrament  , posi është materia , forma , minister – e të tjera janë ato , që i përkasin të atillë gazmendi e ngushëllimi të pasosur , posikundërse është zakoni e ceremonitë , të cilat qysh moti të shenjtët apostuj me sa të denja e të drejta arrësenje i kanë urdhëruar e ndrequr ;
të ciatë aspak me ndoonjë arrësye s duhetë me qenë shkuom e lanë , veçëse ndë goditë ashtu ndoonja aqë e madhe nevojë , qi maa të mos kietë si me e baam .	të cilat aspak me ndonjë arsye s duhet të shkojnë e të lihen , veçse në godittë ashtu ndonjë aq e madhe nevojë , që më të mos ketë si ta bëjë .
Praashtu tashti këtu kënco kafshësh desha me folë e mirë me u a shtiim ndë mend , qi kyy shint sakrament , sikundrëse ashtë zakoni , bukur hieshim e me saa të dërejta arrësenje të jeetë shërbyem e ndeerunë : posikuur të zanëtë fiill të shintesë fee e kryetë e gjithë kafshëvet për të shelbuom .	Pra ashtu tashti këtu këso gjërash desha të flas e mirë për t'ua shtirë në mend , që ky i shenjtë sakrament , sikundërse është zakoni , bukur hieshëm e me sa të drejta arsye të jetë shërbyer e nderuar : posikur të zënët fill të së shenjtës fe e kryet e gjithë gjërave për të shëlbuar .
Maa parë materiet .	Më parë materiet .
Maa parë mirë t a njoho e t a dijë prifti , qi përzihetë nde këtë shinte shërbëtyre , se materia e këtii shinti sakramenti tjetër s ashtë veçëse ujetë e bukur e të kulluom paa ndoonjë tjetër të përzienë ndë vetëhe , veçëse ashtu sikundrëse ashtë dhanë Sinëzot .	Më parë mirë ta njohë e ta dijë prifti , që përzihet në këtë të shenjtë shenjtë shërbesë , se materia e këtij të shenjti sakrament tjetër s'është veçse uji i bukur e i kulluar pa ndonjë tjetër të përzier në vete , veçse ashtu sikundërse është dhënë Sinëzot .
Maa ujëtë e atii t pagëzuomi , qi banetë me solemnità , sikuur thuose gëzuoshim e me kumëtrë e me ndrikullë ndë kishë-të Tinëzot , – ata ujë duhetë me qenë maa pare beekuom të shëtunë e madhe oo të shëtunë e rshajevet , posikundrëse ashtë zakoni , e ruojtunë ndë fontë-të parequome for-të mpastrë e të dëlirë , si do ligja e Krishtit , ashtu qi të jeetë ndë gjithë vjetët e gjithëherë gaatii , aty e vien moti e koha me beekuom tjetërinë ;	Por ujët e atij të pagëzuari , që bëhet me solemnità , sikur thuase gëzuashim e me kumtër e me ndrikullë në kishë të Tinëzot , – ai ujë duhet të jetë më parë bekuar të shtunën e madhe o të shtunën e rrëshajëve , posikundërse është zakoni , i ruajtur në pagëzore të parequome fort të pastër  e të dëlirë , si do ligji i Krishtit , ashtu që të jetë në gjithë vjetët e gjithherë gati , aty e vjen moti e koha për ta bekuar tjetrin ;
e mb atë herë qish të jeetë tepëruom , duhetë me qenë shtiim ndë fontët të madhe të baptisterit , ke të jeetë vendi trajtuom , oo kund mbë qishdo tietër ven-të dëlirë ndë kishë-të Tinëzot .	e më atë herë qysh të jetë tepruar , duhet të jetë shtirë në pagëzore të madhe të baptisterit , ku të jetë vendi trajtuar , o kund më qyshdo tjetër vend të dëlirë në kishë të Tinëzot .
E mb atë herë , kuur të shoho , se ndë vjetët mer me menguom , aty mun i nçtonjë pakëzë tjetër ujë , qi të mos e lanë të thahetë , – maa jo shumë , po pakëzë .	E më atë herë , kur të shohë , se në vjetët merr të mungojë , aty mund t'i shtojë pakëz tjetër ujë , që të mos e lërë të thahet , – por jo shumë , po pakëz .
Maa mb atë herë , kuur t ish derdhunë paa hiir oo marrë eerë e çartunë oo mbë qishdo tietër arrësye meenguom , aty prifti përsërii , mbasi t a kietë bukur laam e dëliirm fontënë , t a mbushnjë përsërii me ujë të bukurë e të kulluom , ani të zanë fiill t a beekonjë , posikundrëse ashtë këtu vuum për fundit .	Por më atë herë , kur të ish derdhur pa hir o marrë erë e çartur o më qyshdo tjetër arsye mangët , aty prifti përsëri , mbasi ta ketë bukur larë e dëlirë pagëzoren , ta mbushë përsëri me ujë të bukur e të kulluar , ani të zërë fill ta bekojë , posikundërse është këtu vënë për fundi .
E mb atë herë , kuur sheh , se ujëtë e fontësë kaa ngriim e baam akullë , aty mun a çkriinjë me pak tjetër ujë të nxeetë , ashtu si të mundnjë me mbaruom zyrënë e oficienë e vet me arrësye e të mos venë foshnjënë m perikullë .	E më atë herë , kur sheh , se ujët e pagëzores ka ngrirë e bërë akull , aty mund ta shkrijë me pak tjetër ujë të nxehtë , ashtu si të mundë për të mbaruar detyrën e oficienë e vet me arsye e të mos vërë foshnjën më rrezik .
